,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,Home.Ownership_OWN,Home.Ownership_RENT,Employment.Length.NaN
515,12500.0,6.03,0.0,50,14.82,10,4944.92,757,11.0,6014.0,0.0,2.0,0,1,0
516,4500.0,6.91,0.0,101,0.58,20,30000.0,727,7.0,3015.0,4.0,7.0,0,0,0
517,10000.0,12.12,0.0,152,18.81,31,3250.0,697,10.0,19354.0,0.0,10.0,0,0,0
518,9000.0,13.43,0.0,101,19.45,28,6750.0,692,7.0,26588.0,1.0,4.0,1,0,0
519,19725.0,7.9,0.0,1308,6.46,5,6916.67,757,9.0,16173.0,3.0,7.0,0,0,0
520,12000.0,11.14,0.0,1308,3.11,5,10833.33,707,12.0,11941.0,0.0,2.0,0,0,0
521,35000.0,23.28,1.0,1308,15.95,34,8333.33,677,8.0,11229.0,1.0,10.0,0,0,0
522,24000.0,15.81,1.0,87,0.62,31,10000.0,727,8.0,0.0,3.0,10.0,1,0,0
523,14400.0,10.16,0.0,1308,28.54,20,5083.33,707,12.0,4292.0,0.0,9.0,0,0,0
524,15000.0,16.32,1.0,1308,7.53,19,14000.0,687,14.0,5469.0,4.0,5.0,0,0,0
525,22250.0,21.49,1.0,1308,28.87,12,4166.67,667,15.0,14107.0,0.0,9.0,0,1,0
526,30075.0,22.95,1.0,1308,21.54,44,5083.33,682,17.0,20976.0,1.0,4.0,0,0,0
527,2000.0,6.17,0.0,29,18.35,43,5733.58,747,9.0,21998.0,0.0,3.0,0,1,0
528,20500.0,14.96,1.0,1308,10.76,5,2500.0,732,2.0,109.0,0.0,2.0,0,1,0
529,15000.0,17.77,0.0,1308,22.45,12,3500.0,672,11.0,9868.0,0.0,7.0,0,1,0
530,5000.0,8.49,0.0,444,16.89,28,6706.41,732,19.0,43734.0,1.0,8.0,0,0,0
531,5000.0,17.58,0.0,200,5.33,4,1800.0,667,2.0,1749.0,0.0,0.0,0,1,0
532,8000.0,10.99,0.0,444,13.4,10,7000.0,737,3.0,150000.0,1.0,10.0,0,0,0
533,7000.0,14.72,0.0,1308,11.39,44,6833.0,672,11.0,5537.0,1.0,7.0,0,0,0
534,4800.0,5.42,0.0,30,20.17,27,7466.83,787,19.0,13461.0,2.0,4.0,0,0,0
535,5375.0,8.9,0.0,1308,29.48,26,3416.67,722,6.0,3007.0,2.0,0.0,0,1,0
536,19200.0,13.11,1.0,200,3.45,14,8333.33,747,14.0,50625.0,3.0,2.0,0,0,0
537,5525.0,13.85,0.0,444,21.03,5,6620.0,722,8.0,37573.0,2.0,10.0,0,0,0
538,15000.0,9.91,0.0,1308,9.16,1,4250.0,732,11.0,11615.0,1.0,10.0,0,0,0
539,7675.0,15.13,0.0,200,18.08,39,11666.67,647,13.0,12578.0,0.0,9.0,0,0,0
540,27575.0,14.33,0.0,1308,19.63,5,5166.67,692,6.0,8720.0,0.0,10.0,0,0,0
541,15000.0,19.74,1.0,444,16.8,39,5833.33,662,14.0,8587.0,2.0,3.0,0,0,0
542,5900.0,13.11,0.0,1308,14.19,10,3010.0,702,8.0,5921.0,0.0,10.0,0,0,0
543,26000.0,16.77,1.0,152,11.77,26,4416.67,732,5.0,7560.0,1.0,10.0,0,0,0
544,8000.0,17.27,0.0,1308,8.6,10,1833.33,667,7.0,2963.0,1.0,3.0,0,0,0
545,7000.0,15.31,0.0,444,14.74,39,12208.33,687,22.0,25181.0,3.0,10.0,0,1,0
546,13450.0,14.09,0.0,1308,12.93,39,3333.33,687,5.0,5407.0,0.0,1.0,0,0,0
547,26500.0,20.49,1.0,444,30.36,23,5000.0,692,14.0,10350.0,0.0,5.0,0,0,0
548,20000.0,16.29,0.0,1308,23.59,21,5833.33,682,14.0,12696.0,1.0,0.0,0,0,0
549,14000.0,12.12,0.0,200,3.25,31,6250.0,707,14.0,7085.0,1.0,10.0,0,0,0
550,9600.0,10.74,1.0,200,3.58,21,8000.0,727,7.0,3207.0,0.0,3.0,0,0,0
551,20000.0,14.09,0.0,444,9.16,28,19583.33,712,12.0,31277.0,1.0,7.0,0,0,0
552,3800.0,12.12,0.0,1308,23.36,37,2641.67,707,3.0,8467.0,0.0,3.0,1,0,0
553,15000.0,10.75,1.0,29,17.55,31,5761.0,787,12.0,2691.0,2.0,10.0,0,1,0
554,10000.0,7.49,0.0,1308,7.77,4,3166.67,737,4.0,0.0,0.0,1.0,0,1,0
555,16000.0,14.65,0.0,1308,20.15,26,3666.67,677,15.0,6875.0,0.0,4.0,0,1,0
556,13000.0,10.99,1.0,152,21.7,11,6517.0,742,14.0,4663.0,0.0,3.0,0,0,0
557,16000.0,19.05,1.0,1308,17.82,31,6666.67,692,16.0,11232.0,2.0,5.0,0,1,0
558,27575.0,17.27,0.0,444,33.47,35,5750.0,702,21.0,24705.0,2.0,10.0,0,0,1
559,8000.0,12.69,0.0,1308,17.1,37,7083.0,697,11.0,9345.0,3.0,10.0,0,0,1
560,27575.0,19.05,0.0,1308,19.3,44,5166.67,662,6.0,14935.0,1.0,10.0,0,1,0
561,15000.0,6.62,0.0,1308,3.23,28,6250.0,757,8.0,13131.0,0.0,10.0,0,0,1
562,4800.0,5.42,0.0,101,10.23,10,6333.33,792,13.0,10704.0,0.0,10.0,0,0,0
563,10000.0,12.12,0.0,1308,12.99,5,5833.33,692,8.0,13885.0,0.0,6.0,0,0,0
564,15000.0,13.16,0.0,1308,13.16,11,2583.33,757,3.0,4923.0,2.0,9.0,0,0,0
565,8700.0,12.69,0.0,152,5.02,31,14166.67,677,11.0,19036.0,0.0,0.0,0,1,0
566,7000.0,7.9,0.0,444,7.65,31,2916.67,712,7.0,4276.0,0.0,3.0,0,1,0
567,11875.0,6.03,0.0,1308,20.8,10,2740.5,782,16.0,23490.0,1.0,10.0,0,0,0
568,24400.0,17.27,1.0,87,15.98,5,6000.0,727,7.0,13879.0,1.0,3.0,0,1,0
569,1000.0,10.74,0.0,1308,9.0,40,1100.0,717,5.0,1314.0,0.0,2.0,0,1,0
570,21000.0,23.76,1.0,1308,24.82,16,7458.33,662,14.0,11973.0,0.0,10.0,0,1,0
571,16000.0,9.63,1.0,200,16.58,37,5000.0,782,6.0,2300.0,0.0,10.0,1,0,0
572,8000.0,12.68,1.0,444,18.78,42,11583.33,702,13.0,86700.0,0.0,10.0,0,0,0
573,3000.0,6.03,0.0,200,5.5,41,4166.67,752,7.0,9616.0,0.0,5.0,0,1,0
574,16750.0,9.88,0.0,444,10.25,14,3338.0,752,10.0,18696.0,1.0,5.0,0,0,0
575,13200.0,19.72,0.0,444,9.07,5,5083.33,667,5.0,10771.0,0.0,10.0,0,0,0
576,1000.0,15.31,0.0,29,24.65,30,3176.0,677,6.0,10982.0,2.0,5.0,1,0,0
577,5000.0,11.03,0.0,101,0.47,35,3166.67,682,5.0,4254.0,5.0,0.0,0,1,0
578,29175.0,13.11,0.0,1308,20.68,5,5416.67,697,10.0,22811.0,0.0,10.0,0,1,0
579,4550.0,13.57,0.0,30,17.46,5,10833.33,682,10.0,66461.0,0.0,0.0,0,1,0
580,6075.0,17.27,0.0,1308,20.25,31,2666.67,662,15.0,7515.0,2.0,0.0,1,0,0
581,8000.0,16.77,0.0,444,20.99,39,3750.0,662,6.0,4010.0,0.0,5.0,0,1,0
582,7000.0,7.75,0.0,1308,10.37,30,4158.0,767,13.0,6634.0,0.0,8.0,0,1,0
583,3700.0,15.8,0.0,444,32.2,31,3000.0,692,9.0,14151.0,0.0,1.0,0,1,0
584,1000.0,7.88,0.0,29,17.15,31,6000.0,717,11.0,23572.0,1.0,3.0,0,1,0
585,6000.0,13.11,0.0,1308,19.97,35,5833.33,687,6.0,5523.0,1.0,1.0,0,0,0
586,1700.0,6.99,0.0,50,5.2,41,2250.0,752,4.0,4527.0,0.0,5.0,0,1,0
587,5000.0,10.0,1.0,50,9.28,10,4000.0,737,6.0,3448.0,0.0,0.0,0,1,0
588,20000.0,6.03,0.0,444,18.67,10,14583.33,717,9.0,29044.0,0.0,7.0,0,0,0
589,8000.0,8.9,0.0,1308,26.56,4,4416.67,722,15.0,6701.0,0.0,1.0,0,0,0
590,3200.0,17.49,1.0,1308,7.9,5,2609.0,672,9.0,5382.0,0.0,3.0,0,1,0
591,2800.0,10.0,0.0,1308,20.32,5,3250.0,702,4.0,8717.0,0.0,5.0,0,1,0
592,9600.0,6.62,0.0,1308,3.82,37,4333.33,762,7.0,1039.0,1.0,3.0,0,1,0
593,7000.0,13.11,0.0,1308,16.76,28,3650.0,687,12.0,6444.0,1.0,5.0,0,1,0
594,12000.0,11.83,0.0,29,15.88,41,10250.0,722,15.0,46336.0,2.0,5.0,0,1,0
595,17000.0,7.9,0.0,87,6.43,28,6250.0,797,4.0,1352.0,3.0,6.0,0,1,0
596,6000.0,12.12,0.0,152,23.89,39,8000.0,682,8.0,16139.0,0.0,2.0,0,0,0
597,14600.0,9.76,0.0,444,29.51,10,2500.0,732,14.0,23616.0,1.0,2.0,1,0,0
598,29000.0,10.65,1.0,1308,3.9,27,15000.0,747,12.0,55964.0,0.0,10.0,0,0,0
599,11000.0,13.87,0.0,1308,20.93,31,4167.0,672,14.0,17436.0,0.0,2.0,1,0,0
600,16000.0,15.31,0.0,1308,19.0,5,7666.67,697,16.0,43692.0,1.0,10.0,0,0,0
601,12000.0,9.62,1.0,87,14.12,11,6666.67,732,10.0,6969.0,1.0,4.0,0,0,0
602,10000.0,7.74,0.0,1308,0.17,34,7083.33,777,9.0,2994.0,0.0,10.0,0,0,0
603,24625.0,14.07,0.0,444,12.81,31,10000.0,677,14.0,33698.0,0.0,8.0,0,0,0
604,16500.0,11.83,0.0,1308,17.44,39,4810.08,727,7.0,24351.0,1.0,3.0,0,1,0
605,13800.0,12.12,0.0,1308,17.11,5,4250.0,697,8.0,11366.0,0.0,0.0,0,1,0
606,35000.0,15.31,0.0,1308,15.0,28,6666.67,682,22.0,33472.0,0.0,10.0,0,1,0
607,4000.0,16.82,1.0,21,13.71,11,4500.0,672,5.0,20804.0,0.0,3.0,0,0,0
608,20950.0,21.49,1.0,1308,27.56,31,4500.0,677,15.0,24210.0,1.0,6.0,0,0,0
609,18500.0,15.33,0.0,444,5.24,31,7500.0,662,8.0,22379.0,0.0,1.0,0,1,0
610,5000.0,14.27,0.0,1308,18.41,5,5208.33,697,9.0,18055.0,1.0,9.0,0,1,0
611,25000.0,10.62,0.0,1308,12.21,41,11166.67,752,6.0,28556.0,0.0,7.0,0,1,0
612,22400.0,13.11,0.0,1308,16.08,35,7375.0,692,8.0,9673.0,0.0,10.0,0,1,0
613,10000.0,14.33,0.0,1308,25.01,30,4666.67,672,9.0,19479.0,0.0,10.0,0,1,0
614,4900.0,5.99,0.0,152,6.64,41,2666.67,772,5.0,3455.0,1.0,4.0,0,0,0
615,18000.0,12.12,1.0,1308,19.16,41,7583.33,732,14.0,26622.0,0.0,3.0,0,0,0
616,35000.0,12.42,1.0,1308,12.79,33,12083.33,732,15.0,18385.0,0.0,0.0,0,0,0
617,12000.0,12.12,0.0,1308,19.41,39,8750.0,712,10.0,32028.0,1.0,4.0,0,0,0
618,12000.0,13.98,1.0,444,18.41,5,4666.67,702,14.0,13616.0,0.0,8.0,0,0,0
619,14000.0,6.62,0.0,1308,20.18,39,4583.33,752,15.0,15890.0,1.0,10.0,0,1,0
620,4000.0,13.8,1.0,101,13.26,10,3500.0,697,5.0,8518.0,1.0,3.0,1,0,0
621,5600.0,11.14,0.0,444,27.96,26,11666.67,667,18.0,150000.0,0.0,10.0,0,0,0
622,12300.0,15.31,0.0,1308,19.26,32,5000.0,712,13.0,4460.0,2.0,10.0,0,0,0
623,35000.0,17.49,1.0,1308,6.01,31,16133.33,727,11.0,32222.0,0.0,2.0,0,0,0
624,20000.0,11.14,1.0,1308,23.27,43,9166.67,737,24.0,53494.0,2.0,10.0,0,0,0
625,8800.0,13.11,1.0,101,2.88,4,2500.0,742,3.0,607.0,0.0,2.0,0,0,0
626,16000.0,8.9,0.0,1308,19.71,6,7083.33,722,11.0,6185.0,1.0,4.0,0,1,0
627,8000.0,20.52,0.0,87,8.12,7,2500.0,677,5.0,7327.0,2.0,0.0,0,1,0
628,4000.0,6.03,0.0,200,15.13,10,6583.33,772,6.0,63294.0,0.0,10.0,0,0,0
629,3500.0,12.12,0.0,200,17.82,5,5416.67,697,15.0,4067.0,3.0,0.0,0,0,0
630,7800.0,13.11,0.0,444,15.56,10,5000.0,682,8.0,12889.0,0.0,5.0,0,0,0
631,4200.0,13.67,0.0,200,12.52,39,5000.0,712,8.0,9234.0,1.0,4.0,1,0,0
632,25000.0,13.98,1.0,1308,20.23,35,5416.67,722,13.0,21168.0,2.0,10.0,0,0,0
633,24925.0,11.14,1.0,1308,24.8,15,6250.0,737,20.0,19245.0,0.0,4.0,0,0,0
634,9600.0,17.27,1.0,444,12.9,31,3333.33,697,7.0,13648.0,1.0,10.0,0,1,0
635,15000.0,16.49,0.0,444,14.92,19,6294.25,682,11.0,20270.0,1.0,3.0,0,1,0
636,20950.0,22.95,1.0,1308,12.51,19,10416.67,667,14.0,12460.0,3.0,10.0,0,1,1
637,8800.0,18.25,1.0,1308,13.89,17,2916.67,687,5.0,7794.0,2.0,2.0,0,1,0
638,12500.0,15.96,1.0,1308,13.87,35,5300.0,697,7.0,11439.0,3.0,5.0,0,1,0
639,21000.0,7.62,0.0,1308,6.84,14,5333.33,777,7.0,19178.0,0.0,7.0,0,0,0
640,35000.0,10.65,0.0,1308,8.96,20,18750.0,737,13.0,18528.0,3.0,6.0,0,0,0
641,15000.0,15.27,0.0,87,7.85,28,15416.67,682,17.0,8962.0,1.0,6.0,0,1,0
642,9250.0,10.75,1.0,87,3.41,5,8500.0,757,6.0,105060.0,0.0,4.0,0,0,0
643,2250.0,10.36,0.0,50,17.97,11,5833.33,682,12.0,14637.0,0.0,2.0,1,0,0
644,15000.0,15.27,1.0,1308,17.9,35,2748.0,722,14.0,7956.0,1.0,6.0,0,0,0
645,8000.0,6.62,0.0,444,4.9,10,3000.0,782,5.0,6084.0,1.0,10.0,0,0,1
646,3500.0,15.62,0.0,152,14.41,11,6833.33,662,7.0,11526.0,3.0,8.0,0,0,0
647,5300.0,7.9,0.0,1308,9.67,39,1945.0,762,3.0,5360.0,0.0,8.0,0,1,0
648,12725.0,11.14,0.0,1308,22.15,39,4416.67,722,23.0,4079.0,0.0,3.0,0,1,0
649,2500.0,12.61,0.0,15,3.78,20,1930.75,677,4.0,1548.0,3.0,2.0,0,0,0
650,8000.0,9.63,0.0,20,0.24,16,4250.0,792,4.0,132.0,3.0,5.0,0,1,0
651,14775.0,21.0,1.0,1308,27.59,7,4473.33,677,10.0,33869.0,3.0,10.0,0,0,0
652,2200.0,7.9,0.0,101,8.16,43,5500.0,772,8.0,2927.0,0.0,3.0,0,0,0
653,20000.0,13.35,0.0,1308,15.68,39,9160.0,712,9.0,32392.0,1.0,10.0,0,0,0
654,3000.0,12.69,0.0,1308,4.25,37,1200.0,707,4.0,1643.0,0.0,0.0,1,0,0
655,12000.0,19.99,0.0,1308,15.16,17,4458.33,662,8.0,13935.0,1.0,4.0,0,1,0
656,33600.0,17.27,1.0,1308,15.08,31,5416.67,732,5.0,20514.0,1.0,8.0,0,1,0
657,31825.0,14.09,1.0,101,4.37,5,6666.67,752,4.0,10864.0,0.0,4.0,0,0,0
658,4000.0,14.33,0.0,1308,25.86,32,3333.33,677,12.0,19443.0,1.0,9.0,0,0,0
659,20000.0,10.25,0.0,39,11.35,31,7083.33,752,14.0,18196.0,0.0,3.0,0,1,0
660,12500.0,9.32,0.0,152,11.71,39,4166.67,782,7.0,1052.0,0.0,2.0,0,0,0
661,9750.0,17.27,0.0,1308,21.93,10,2817.5,672,12.0,6324.0,1.0,1.0,0,1,0
662,30000.0,15.31,1.0,444,16.99,22,8500.0,697,10.0,33770.0,0.0,6.0,0,0,0
663,19600.0,12.42,1.0,1308,22.99,4,4166.67,747,9.0,14783.0,2.0,0.0,0,1,0
664,24175.0,13.11,0.0,152,7.66,11,6250.0,712,8.0,4681.0,1.0,10.0,0,1,0
665,10800.0,10.75,0.0,101,15.32,10,8400.0,717,6.0,24675.0,0.0,10.0,0,0,0
666,10000.0,12.12,0.0,1308,13.81,14,6083.33,672,13.0,19263.0,1.0,8.0,0,0,0
667,12000.0,13.67,0.0,1308,17.05,5,2000.0,677,6.0,7552.0,0.0,10.0,0,1,0
668,20000.0,21.49,0.0,1308,19.1,10,6000.0,667,7.0,21202.0,2.0,10.0,0,1,0
669,9000.0,13.79,0.0,1308,6.76,31,3875.0,672,7.0,7589.0,0.0,10.0,0,1,0
670,5000.0,13.92,0.0,1308,10.8,31,2500.0,702,7.0,2050.0,4.0,0.0,0,1,0
671,12000.0,11.71,0.0,444,18.78,28,3195.0,697,11.0,14469.0,0.0,9.0,0,1,0
672,16750.0,7.9,0.0,444,18.16,5,9125.0,712,19.0,33986.0,1.0,2.0,1,0,0
673,29000.0,7.9,0.0,1308,19.25,31,9166.67,767,18.0,75212.0,1.0,0.0,0,0,0
674,24375.0,14.09,0.0,444,26.36,25,4583.33,712,11.0,27379.0,3.0,4.0,0,0,0
675,10000.0,9.63,0.0,1308,13.77,33,4190.0,737,6.0,1251.0,1.0,0.0,0,0,0
676,35000.0,14.65,0.0,30,12.2,19,14166.67,722,7.0,103354.0,0.0,8.0,0,0,0
677,1200.0,7.9,0.0,1308,6.92,7,1300.0,712,8.0,1775.0,0.0,10.0,0,1,1
678,7500.0,7.74,0.0,1308,7.72,28,10000.0,777,14.0,5195.0,1.0,3.0,1,0,0
679,10000.0,6.03,0.0,1308,16.0,17,8333.33,782,11.0,14832.0,0.0,10.0,0,0,0
680,20000.0,19.72,0.0,1308,13.74,41,7965.0,667,18.0,18809.0,1.0,7.0,0,0,0
681,27000.0,18.25,0.0,152,22.32,37,8583.33,692,9.0,6658.0,1.0,8.0,0,0,0
682,28200.0,20.5,1.0,1308,15.6,31,4833.33,697,18.0,27158.0,0.0,9.0,0,0,0
683,3000.0,9.99,0.0,444,21.3,23,2333.33,712,10.0,3168.0,1.0,1.0,1,0,0
684,13000.0,14.09,0.0,1308,17.99,35,7916.67,697,14.0,10723.0,3.0,8.0,0,0,0
685,17000.0,12.18,0.0,1308,15.8,11,5292.0,717,9.0,21441.0,1.0,10.0,0,0,0
686,6700.0,7.9,0.0,444,22.19,16,2708.33,707,10.0,6627.0,0.0,2.0,0,1,0
687,25450.0,19.72,1.0,444,33.75,10,4750.0,667,20.0,14435.0,1.0,10.0,1,0,0
688,4000.0,14.96,0.0,20,4.76,35,1700.0,672,4.0,2381.0,5.0,0.0,0,1,0
689,9000.0,10.16,1.0,200,14.77,4,3500.0,757,5.0,3135.0,0.0,2.0,0,1,0
690,12800.0,11.49,1.0,152,20.04,26,3333.33,722,13.0,24723.0,0.0,5.0,0,0,0
691,16000.0,17.58,1.0,1308,12.26,23,2666.67,707,12.0,18008.0,1.0,0.0,0,0,0
692,14675.0,8.9,0.0,1308,14.95,31,4000.0,717,6.0,12764.0,0.0,7.0,0,0,0
693,7000.0,7.49,0.0,101,7.26,35,6280.0,752,14.0,353.0,0.0,4.0,1,0,0
694,12000.0,7.66,0.0,1308,13.31,31,5416.67,742,8.0,9993.0,2.0,3.0,0,0,0
695,12000.0,15.23,1.0,444,20.18,43,4166.67,702,10.0,18559.0,1.0,7.0,0,0,0
696,7550.0,7.62,0.0,39,14.61,4,2512.0,732,7.0,2814.0,0.0,5.0,0,0,0
697,1000.0,7.62,0.0,1308,5.59,20,9333.33,787,6.0,350.0,4.0,2.0,0,0,0
698,12300.0,12.12,0.0,1308,10.01,5,6583.33,692,15.0,12450.0,0.0,1.0,0,1,0
699,2000.0,19.72,0.0,29,10.29,10,3575.0,672,10.0,12036.0,0.0,6.0,0,1,0
700,10000.0,13.49,0.0,87,18.84,2,3333.33,692,9.0,14247.0,1.0,7.0,0,0,0
701,20000.0,15.8,1.0,444,25.89,5,4166.67,692,23.0,34720.0,0.0,5.0,0,1,0
702,10500.0,17.77,0.0,444,12.33,35,4583.33,667,9.0,18936.0,1.0,5.0,0,0,0
703,14825.0,13.67,0.0,87,9.55,5,2500.0,697,8.0,8073.0,1.0,2.0,0,1,0
704,9000.0,6.62,0.0,1308,13.85,19,4166.67,767,5.0,7853.0,0.0,1.0,0,1,0
705,35000.0,12.68,1.0,152,23.99,45,7083.33,787,19.0,30725.0,1.0,10.0,0,0,0
706,6000.0,13.98,1.0,30,24.29,5,2400.0,697,11.0,6069.0,4.0,9.0,0,1,0
707,18000.0,15.31,0.0,1308,15.56,29,6666.67,692,10.0,21174.0,0.0,10.0,0,0,0
708,12000.0,8.9,0.0,444,12.46,20,5000.0,727,5.0,13940.0,0.0,10.0,0,1,0
709,16000.0,7.9,0.0,444,12.3,5,8416.67,697,14.0,21913.0,1.0,5.0,0,0,0
710,32000.0,17.27,1.0,1308,15.61,14,9250.0,702,15.0,32566.0,1.0,2.0,0,1,0
711,8000.0,16.29,0.0,39,2.92,7,4250.0,672,5.0,4454.0,2.0,10.0,0,0,0
712,28000.0,12.42,0.0,1308,2.98,31,27083.33,732,5.0,12888.0,1.0,5.0,0,0,0
713,28000.0,7.62,0.0,444,12.19,5,11250.0,732,10.0,40302.0,1.0,10.0,0,1,0
714,16000.0,15.8,1.0,50,11.94,45,5250.0,687,14.0,154.0,1.0,3.0,0,1,0
715,20125.0,18.49,0.0,444,11.08,31,8937.5,677,14.0,12418.0,0.0,2.0,0,0,0
716,8000.0,17.27,0.0,1308,1.98,31,6000.0,672,5.0,5032.0,2.0,10.0,0,0,0
717,6000.0,14.35,0.0,1308,14.08,14,2500.0,677,9.0,3621.0,3.0,0.0,0,0,0
718,12000.0,8.94,0.0,444,18.99,39,4750.0,752,13.0,25577.0,1.0,4.0,0,1,0
719,5500.0,14.61,0.0,200,20.38,37,5116.67,667,11.0,14103.0,0.0,1.0,0,0,0
720,9500.0,12.12,0.0,1308,24.06,23,2519.17,707,7.0,8673.0,1.0,10.0,0,0,0
721,12000.0,10.36,0.0,1308,11.92,35,10333.33,692,16.0,8987.0,0.0,5.0,0,0,0
722,25000.0,13.49,1.0,1308,19.97,6,4166.67,747,4.0,17849.0,0.0,3.0,1,0,0
723,17500.0,10.16,0.0,444,23.64,5,3333.33,702,10.0,21483.0,0.0,8.0,0,0,0
724,35000.0,15.23,1.0,101,22.74,14,10000.0,762,13.0,13651.0,1.0,10.0,0,0,0
725,14000.0,17.51,0.0,444,9.37,8,7916.67,682,3.0,13522.0,0.0,0.0,0,1,0
726,13600.0,12.12,0.0,444,20.94,43,5416.67,687,15.0,17117.0,0.0,10.0,0,0,0
727,3600.0,12.87,0.0,15,3.4,10,2000.0,707,8.0,2650.0,4.0,10.0,0,1,1
728,6000.0,15.8,0.0,1308,21.0,44,2176.67,687,13.0,4356.0,1.0,2.0,0,1,0
729,10000.0,14.09,0.0,1308,26.44,43,5416.67,702,6.0,18652.0,1.0,6.0,0,0,0
730,20000.0,19.91,1.0,1308,17.49,5,7916.67,672,17.0,39621.0,1.0,6.0,0,0,0
731,30000.0,23.33,1.0,1308,17.39,10,7083.33,667,21.0,56145.0,1.0,10.0,0,0,0
732,28000.0,21.98,1.0,1308,16.56,39,10166.67,682,12.0,43182.0,1.0,4.0,0,0,0
733,2000.0,14.09,0.0,1308,28.46,21,3513.33,682,18.0,23635.0,3.0,10.0,0,0,0
734,4700.0,7.9,0.0,4,10.65,34,3416.67,762,3.0,2297.0,0.0,10.0,0,1,0
735,6000.0,13.98,0.0,1308,7.73,6,6250.0,677,6.0,3507.0,0.0,4.0,0,1,0
736,9000.0,12.12,0.0,1308,10.05,31,11666.67,692,8.0,9490.0,1.0,0.0,0,1,0
737,20000.0,6.91,0.0,1308,15.16,6,9208.0,737,10.0,20965.0,0.0,3.0,0,1,0
738,4200.0,13.06,0.0,101,13.82,28,6500.0,682,14.0,23653.0,1.0,10.0,0,0,0
739,6950.0,13.11,0.0,200,12.51,39,7916.67,717,5.0,1593.0,4.0,10.0,0,0,0
740,15000.0,18.25,0.0,1308,22.45,30,5078.75,667,19.0,13205.0,0.0,10.0,0,0,0
741,12000.0,12.12,0.0,1308,10.84,28,7083.33,687,11.0,20601.0,0.0,4.0,0,1,0
742,25000.0,16.49,0.0,1308,18.18,19,6000.0,697,9.0,10630.0,2.0,7.0,0,1,0
743,7000.0,15.8,0.0,1308,11.53,10,3166.67,677,11.0,6658.0,2.0,3.0,0,0,0
744,5600.0,7.9,0.0,1308,16.54,10,1916.67,707,8.0,3373.0,0.0,5.0,0,1,0
745,4800.0,11.59,0.0,444,13.19,20,7083.33,682,21.0,44198.0,0.0,10.0,0,0,0
746,5000.0,12.53,0.0,1308,21.49,10,3108.33,707,8.0,0.0,0.0,2.0,0,1,0
747,6525.0,16.07,0.0,200,10.11,20,3166.67,702,3.0,2494.0,1.0,1.0,0,1,0
748,12700.0,7.9,1.0,152,19.47,35,5833.33,777,12.0,14787.0,0.0,10.0,0,0,0
749,14000.0,13.98,1.0,21,10.2,11,3145.83,717,8.0,3449.0,0.0,0.0,0,1,0
750,10000.0,11.11,0.0,1308,20.15,27,6083.33,702,3.0,924.0,0.0,0.0,0,1,0
751,11500.0,12.12,0.0,444,24.16,10,2458.33,697,9.0,21668.0,0.0,10.0,0,0,0
752,15000.0,16.77,0.0,1308,7.29,20,7916.67,677,5.0,5355.0,1.0,6.0,0,1,0
753,12000.0,11.99,1.0,1308,6.79,5,4166.67,722,11.0,5934.0,0.0,4.0,0,1,0
754,2700.0,5.79,0.0,1308,19.81,32,3958.33,752,14.0,13159.0,1.0,8.0,0,0,0
755,12000.0,10.16,0.0,1308,28.01,31,2916.67,712,8.0,6913.0,0.0,3.0,0,1,0
756,10625.0,14.27,0.0,1308,12.54,5,4250.0,667,14.0,10767.0,0.0,0.0,0,0,0
757,13000.0,14.09,0.0,1308,32.64,35,5000.0,677,8.0,15208.0,0.0,10.0,0,0,0
758,6000.0,10.62,0.0,444,23.38,41,5000.0,707,15.0,46125.0,1.0,2.0,0,0,0
759,15000.0,10.59,0.0,1308,14.66,19,5150.0,732,9.0,5116.0,2.0,2.0,0,1,0
760,8000.0,17.49,0.0,1308,18.72,5,2083.33,697,4.0,20802.0,0.0,10.0,0,1,0
761,8800.0,13.11,0.0,444,16.73,44,3150.25,702,13.0,14266.0,1.0,4.0,0,1,0
762,11100.0,15.31,0.0,1308,12.03,43,2666.67,682,12.0,8990.0,0.0,10.0,0,0,0
763,5000.0,9.33,0.0,152,11.93,44,15000.0,717,16.0,60568.0,1.0,2.0,0,0,0
764,15250.0,16.49,1.0,1308,20.57,10,2916.67,692,10.0,17931.0,0.0,0.0,0,1,0
765,10000.0,12.12,0.0,152,31.46,31,5000.0,697,16.0,18921.0,0.0,6.0,0,0,0
766,6000.0,7.9,0.0,101,14.99,14,4416.67,722,10.0,2928.0,0.0,2.0,0,1,0
767,3500.0,12.12,0.0,1308,10.87,39,4333.33,677,9.0,9971.0,0.0,10.0,0,0,0
768,17400.0,11.99,0.0,444,12.47,4,6833.33,697,7.0,26587.0,0.0,7.0,0,1,0
769,7500.0,9.76,1.0,200,14.96,14,7083.33,782,11.0,16449.0,1.0,10.0,0,0,0
770,18000.0,14.33,1.0,1308,13.98,16,12916.67,687,11.0,14890.0,2.0,10.0,0,0,0
771,21700.0,7.9,0.0,1308,5.43,5,15000.0,782,5.0,128707.0,0.0,2.0,0,0,0
772,1775.0,6.54,0.0,1308,19.77,32,3333.33,727,11.0,2038.0,0.0,0.0,0,1,0
